ea_id,ea_latitude,ea_longitude,time,spei,saq06
10107010100213,14.25,38.25,2023-11-16,-0.7486429,2
10107010100213,14.25,38.25,2023-12-16,-0.4681985,2
10108010100218,14.25,37.75,2020-01-16,0.7141333,2
10108010100218,14.25,37.75,2020-02-15,0.75761545,2
10108010100218,14.25,37.75,2020-03-16,-0.24015808,2
10108010100218,14.25,37.75,2020-04-16,-0.8279546,2
10108010100218,14.25,37.75,2020-05-16,-0.39609748,2
10108010100218,14.25,37.75,2020-06-16,0.36240935,2
10108010100218,14.25,37.75,2020-07-16,0.42793953,2
10108010100218,14.25,37.75,2020-08-16,1.3066492,2
10108010100218,14.25,37.75,2020-09-16,1.3105204,2
10108010100218,14.25,37.75,2020-10-16,1.5125107,2
10108010100218,14.25,37.75,2020-11-16,0.004320018,2
10108010100218,14.25,37.75,2020-12-16,-1.0440805,2
10108010100218,14.25,37.75,2021-01-16,-1.1630821,2
10108010100218,14.25,37.75,2021-02-15,-1.5114502,2
10108010100218,14.25,37.75,2021-03-16,-1.2032529,2
10108010100218,14.25,37.75,2021-04-16,1.18853,2
10108010100218,14.25,37.75,2021-05-16,1.0054514,2
10108010100218,14.25,37.75,2021-06-16,0.9582333,2
10108010100218,14.25,37.75,2021-07-16,0.58594435,2
10108010100218,14.25,37.75,2021-08-16,0.38350257,2
10108010100218,14.25,37.75,2021-09-16,0.82902586,2
10108010100218,14.25,37.75,2021-10-16,0.8056334,2
10108010100218,14.25,37.75,2021-11-16,1.5924121,2
10108010100218,14.25,37.75,2021-12-16,0.79241073,2
10108010100218,14.25,37.75,2022-01-16,1.066927,2
10108010100218,14.25,37.75,2022-02-15,0.32251617,2
10108010100218,14.25,37.75,2022-03-16,0.3602543,2
10108010100218,14.25,37.75,2022-04-16,0.27928895,2
10108010100218,14.25,37.75,2022-05-16,-1.1611624,2
10108010100218,14.25,37.75,2022-06-16,0.41772327,2
10108010100218,14.25,37.75,2022-07-16,0.28581217,2
10108010100218,14.25,37.75,2022-08-16,1.4439524,2
10108010100218,14.25,37.75,2022-09-16,1.1629992,2
10108010100218,14.25,37.75,2022-10-16,1.633319,2
10108010100218,14.25,37.75,2022-11-16,0.2726279,2
10108010100218,14.25,37.75,2022-12-16,1.1013303,2
10108010100218,14.25,37.75,2023-01-16,0.6534565,2
10108010100218,14.25,37.75,2023-02-15,-0.49545252,2
10108010100218,14.25,37.75,2023-03-16,-0.19635174,2
